location,title,short_description,price,square_meters,bedrooms,parking,bathroom,cluster,latitude,longitude
chalatenango, hermosa casa en venta en pinos la palma chalatenango,"casa de campo en venta en pinos de la palma, chalatenango. ideal para quienes decidan retirarse y vivir una vida tranquila rodeada de naturaleza. la propiedad se encuentra en un terreno ...",168000,250.0,6,5,3,0,14.0411955,-88.9395184
san salvador," costa real exclusivo apartamento de nivel alto, con 4 habitaciones y amplios espacios",con la vista más imponente! área total 237.82 m2 sala y comedor con vista! amplia terraza cocina moderna habitación principal con vista al mar 2 habitaciones junior con vista ...,669000,238.0,4,1,3,0,13.6929403,-89.2181911
san salvador, costa del sol apartamento moderno en venta!!,frente al mar! este increíble apartamento de 3 habitaciones espera por ti! posee una increíble piscina compartida al aire libre acceso a la playa ubicación privilegiada 2 ...,275000,150.0,3,2,3,0,13.6929403,-89.2181911
cabañas, propiedad en venta en ilobasco cabañas,"la vivienda se encuentra en ilobasco, cabañas, son dos lotes, una casa grande, a un solo precio. cuenta con 15 mts de ancho aprox por 25 mts de largo aprox. 6 habitaciones. 2 salas ...",185000,240.0,6,2,2,0,13.8648288,-88.7493998
sonsonate, ganga venta de casa en zona céntrica de sonsonate,se vende casa amplia en zona céntrica de sonsonate esta ubicada justo detrás de acrópolis sonsonate(entrada col santa eduviges) la casa cuenta con: cochera sala cocina 1 baño con ...,55000,180.0,1,1,2,0,13.7099653,-89.7286147
san salvador," vendo hermosa residencia venta en colonia escalón con jardín enorme, potencial de construcción.",17 años de construcción tamaño total de propiedad : 5193 metros 7431 varas cuadradas de terreno metros cuadrados de construcción : 420 metros cuadrados cisterna 18 metros ...,1350000,420.0,3,3,3,1,13.6929403,-89.2181911
san miguel, venta casa colonia la pradera,la casa consta de: 2 habitaciones 1 cocina 1 baño sala / comedor cielo falso pvc piso porcelanato patio trasero semi techado patio delantero espacio para un carro maya ciclón ...,48500,102.67469879518072,2,1,1,0,13.4792922,-88.1779182
nejapa, vendo en los amates(las arboledas) casa de 2 niveles a buen precio,"casa en venta los amates, las arboledas cerca de centros comerciales gasolineras etc, todo a la mano espacio 2 vehículos sala comedor cocina baño patio segunda planta 3 ...",110000,102.67469879518072,3,2,2,0,13.8146377,-89.23245759999999
ahuachapán, vendo casa en ahuachapán,"casa ideal para restaurante, bistró café, oficinas, clínicas o vivienda",150000,379.0,4,3,1,1,13.9259486,-89.84113819999999
antiguo cuscatlán, venta de casa en nuevo condado santa elena moderna,"disponible casa en venta moderna. área de terreno:500v2. área de construcción: 300m2. sala, comedor, cocina, terraza, jardín amplio. estudio vestíbulo 2 habitaciones jr ...",615000,300.0,3,3,2,0,13.6640938,-89.25147179999999
sonsonate, casa en lote de esquina en juayua,casa de ladrillo de 2 recámaras y 1 baño con techo nuevo cerca de parada de autobús y superselctos. hermoso patio abierto con papaya y techos altos. bitcoin preferida.,73900,102.67469879518072,2,1,1,0,13.7099653,-89.7286147
la libertad, casa de esquina campos verdes 2,"se vende casa de esquina calle principal de campos verdes 2, ideal para negocio u hogar. primer nivel : -local principal comercial de 5mts x 4mts, cortinas de hierro y portones. - local ...",70000,102.67469879518072,3,1,1,0,13.6817661,-89.3606298
cabañas, venta de casa,se vende una casa km 49 carretera a ilobasco,80000,102.67469879518072,1,1,1,0,13.8648288,-88.7493998
san miguel, ganga casita en el delirio en lote de 10x20 mtrs a orilla de calle,"casita con bloque de 15cm ancho bien construida, tel w/a: sr berrios ,con lamina zin calum de la grueza, de 1 solo cuarto grande pero se le puede agregar mas cuartos, con espacio ...",11000,102.67469879518072,1,1,1,0,13.4792922,-88.1779182
antiguo cuscatlán, casa en venta en residencial arcos de santa elena,"casa recientemente renovada, pintura general interior y exterior; pantry de cocina, ventanas y puertas de baños nuevos. aquí mas detalles:   * terreno: 240 m2 // construccion: 446.4 ...",450000,312.0,4,3,4,0,13.6640938,-89.25147179999999
santa tecla, venta casa la montaña 2. santa tecla.,encantadora casa en residencial la montaña 2. primer nivel: * cochera techada para 4 vehículos y capacidad total para ocho. * sala. * comedor. * amplia cocina. * baño social. * ...,850000,660.0,5,8,7,1,13.6757837,-89.2894733
san salvador," venta de apartamento condominio campo alto, col. la campiña , s.s.","venta de apartamento condominio campo alto, col. la campiña, s.s. residencial privada con vigilancia 24/7 zona residencial, accecible a supermercados, farmacias, centros comerciales , ...",100000,102.67469879518072,2,1,1,0,13.6929403,-89.2181911
san salvador, casa en venta sobre la juan pablo 2do,casa en venta en residencial las brumas de la escalon informacion: * área de 251.11 v² primer nivel: * cochera para 2 vehículos * jardín frontal * terraza * cisterna * estudio * ...,275000,176.0,4,2,4,0,13.6929403,-89.2181911
san salvador, venta de casa comercial en colonia escalón. casa de esquina en la 75 avenida norte colonia escalon,"venta de casa comercial en colonia escalón. casa de esquina en la 75 avenida norte colonia escalon. 40 metros de frente sobre ambos frentes. área de terreno: 2,000v2 precio de ...",940000,1000.0,5,5,3,2,13.6929403,-89.2181911
san salvador," venta de casa en colonia san benito, ideal para oficinas, clínicas, restaurantes, o proyecto.","venta de casa en colonia san benito, ideal para oficinas, clínicas, restaurantes, o proyecto. desarrollada en dos niveles. área de terreno: 1356.17 v2 área de construcción: 947.83 ...",997000,947.0,4,8,4,2,13.6929403,-89.2181911
san salvador, apartamento amueblado en venta en escalón parte alta,"-135,9 mts total, desglosado: 103.15 mts de apartamento, 25.75 mts de 2 estacionamientos techados y 7.03 mts de bodega. -apartamento en nivel alto, con terraza y hermosa vista a la ...",282000,103.0,3,2,2,0,13.6929403,-89.2181911
san salvador, vendo apartamento en parte alta de la escalón por escuela panamericana condominio skala loft,vendo apartamento en parte alta de la escalón por escuela panamericana condominio skala loft arquitectura y diseño de eva hinds todos con vista a la ciudad 140 metros cuadrados ...,310000,140.0,3,2,3,0,13.6929403,-89.2181911
nuevo cuscatlán," venta de apartamento a estrenar en torre artea, nuevo cuscatlán.","apartamento en venta a estrenar en artea 1 nuevo cuscatlán. área de espacio privativo: 122m2 sala, comedor, cocina. 2 habitaciones jr con baño compartido 1 habitación ...",290000,295.0,2,2,3,0,13.649671,-89.26810189999999
santa ana," vendo casa en urb. santa ana norte, santa ana, el salvador","vendo casa en urb. santa ana norte, santa ana bonita casa de 1 planta, 2 habitaciones, 1 baño, sala-comedor, patio interior y jardín al frente, se puede construir cochera para ...",48000,102.67469879518072,2,1,1,0,13.9778279,-89.56391190000001
san salvador," venta de apartamento amueblado en piso alto con vista, ant. cuscatlán.","venta de apartamento full amueblado en piso alto, con vista al volcán. puerta del alma ii, antiguo cuscatlán. (dos habitaciones) listo para inversión. 103 mt² + 2 parqueos + bodega ...",385000,103.0,2,2,2,0,13.6929403,-89.2181911
zaragoza, venta de casa en residencial miramar la libertad,"venta de casa en residencial miramar venta de casa de dos niveles en residencial miramar, san josé villanueva, la libertad medidas: - 274.57 vrs2 de terreno - 202.68 mts2 de ...",275000,203.0,3,4,3,0,13.5860809,-89.2918473
la libertad, linda casa de esquina en cd versailles villa monaco privada residencial,"excelente casa en villa monaco cd versailles cerca de la entrada principal para mayor conveniencia, salida y entrada facil a villa monaco. 2 cuartos, 1 bano sala, cocina, comedor, area ...",55000,102.67469879518072,2,1,1,0,13.6817661,-89.3606298
san salvador, hermosa casa en colonia escalón parte alta,muy linda con buen mantenimiento ventilada e iluminada muchos detalles espacios amplios jardín a la entrada vestíbulo sala recibidora baño social estudio o gym sala principal ...,600000,467.0,3,3,3,1,13.6929403,-89.2181911
san salvador, casa o apartamento,"casa grande de dos plantas oferta!!! $250,000 mil 000.00 no negociable directamente con los dueños. (6 habitaciones ) primera planta cochera para un vehículo, 2 habitaciones grande, ...",250000,622.0,6,3,3,1,13.6929403,-89.2181911
san juan opico, casa en venta quintas de las mercedes,"casa en venta residencial quinta de las mercedes (san juan opico, la libertad) 357 v2 – 250 mts2 de terreno 225.88 mts2 de construcción (57.58% del terreno se encuentra ...",165000,226.0,4,2,3,0,13.8758656,-89.3582599
san miguel," s/v casa en residencial privada megapoli, en san miguel","se vende casa en residencial privada megapoli, en san miguel residencial privada con vigilancia las 24 horas posee excelente vista al volcán de san miguel posee: 2 habitaciones ...",79000,120.0,2,2,1,0,13.4792922,-88.1779182
santa ana," vendo casa de 2 niveles en col ivu, av independencia santa ana","vendo casa de 2 niveles en col ivu, sobre av independencia en santa ana 4 habitaciones con closet (2 en cada nivel), 2 baños completos (1 en cada nivel) garage para un vehículo, con ...",130000,154.0,4,1,2,0,13.9778279,-89.56391190000001
santa ana, vendo preciosa residencia de un nivel con jardín amplio en zona privada de ciudad real,"vendo preciosa residencia de un nivel con jardín amplio, en zona privada de ciudad real, de santa ana. tiene 2 habitaciones amplias con baño y puerta de vidrio, 1 habitación tiene ...",140000,165.0,3,2,2,0,13.9778279,-89.56391190000001
santa tecla," casa en venta! alturas de tenerife, amplia y moderna!",se vende casa! área de terreno:1300 v2 área de construcción: 450m2 casa consta de:  primer nivel: cochera para 6 vehículos internos. -vestíbulo -sala ...,835000,450.0,4,6,6,1,13.6757837,-89.2894733
santa ana, venta casa con lote colonia mendes santa ana,"codigo 367c – casa lote ubicado en cantón comecayo colonia méndez. lote de 8 metros ancho por 23 metros fondo, total 185.8 metros. tiene casita pequeña a reparar con 2 ...",20000,185.0,2,2,1,0,13.9778279,-89.56391190000001
san salvador," san benito, casa para oficinas en venta.",área del terreno 510 varas cuadradas. área de construcción 330 metros cuadrados. -estacionamiento para 4 vehículos. -vestíbulo. -sala. -cocina. -oficinas independientes. -áreas ...,450000,330.0,4,4,3,0,13.6929403,-89.2181911
sonsonate," hermosa cabaña en san josé la majada juayua, ruta de las flores"," ñ é . "" "" clima agradable 1,100msnm medidas: 10x25 características: construcción mixta de planta y media 3 habitaciones 1 baño cocina amplia con desayunador ...",97000,250.0,2,2,1,0,13.7099653,-89.7286147
san salvador, hermosa casa en alquiler/venta - zona de los planes de renderos km 11,"se vende hermosa casa nueva, son 150 metros cuadrados de construcción en un terreno de 368.12 metros cuadrados equivalentes a 526.71 varas. la casa ha sido construida con excelentes ...",215000,150.0,3,2,2,0,13.6929403,-89.2181911
la libertad," en venta , casa bonita, dos plantas, en residencial ciudad marsella, el salvador.","se vende casa bonita de dos plantas de esquina; posee un area de terreno de 150 varas cuadradas y 160 mts cuadrados de construccion. localizada en residencial privada ""ciudad marsella"" ...",149800,160.0,3,2,3,0,13.6817661,-89.3606298
san miguel, vendo casa en prados de san miguel,"casa remodelada , piso ceramico, cielo falso, cochera , 3 habitaciones , alambre raizor doble. .. vendo con condicion. no cepto tramites . mas informacion .",49000,102.67469879518072,3,1,1,0,13.4792922,-88.1779182
san salvador, venta casa zona miramonte,"descripción de la propiedad: en privado area total:188 m2 construcción, 333 v2 terreno cochera para 3 vehículos 3 habitaciones amplias, principal con baño completo, 2 ...",245000,188.0,3,3,2,0,13.6929403,-89.2181911
nuevo cuscatlán," venta de casa diseño moderno a estrenar, en res. la florida, nvo. cuscatlán",venta casa en residencial la florida a estrenar moderna 600 v2 de terreno 310 mt2 de construction consta de abajo: -amplio y precioso jardín y terraza -sala -comedor -cocina ...,650000,310.0,4,3,4,0,13.649671,-89.26810189999999
san salvador," venta de exclusivo apartamento con finos acabados 1 dormitorio , cond. casa 5, colonia san benito","venta de exclusivo apartamento de una habitacik. en condominio casa 5 , colonia san benito con línea gris empotrada a estrenar *completamente remodelado* (pisos, baño, cocina ...",490000,138.0,1,2,2,0,13.6929403,-89.2181911
san salvador, venta de casa en colonia escalon zona luceiro,"venta de casa moderna en colonia escalón dentro de condominio privado mallorca muy exclusivo, zona luceiro, de 3 niveles y roof top con vista espectacular al volcán de san salvador ...",375000,134.0,5,2,6,0,13.6929403,-89.2181911
san salvador," venta de casa de un nivel colonia miralvalle, san salvador en privado","venta de casa de un nivel colonia miralvalle, san salvador en privado zona de gran plusvalia, accesibilidad y de gran potencial ,inmediato a supermercado, restaurantes, farmacias y ...",190000,102.67469879518072,4,2,2,0,13.6929403,-89.2181911
san salvador, condominio altivo apartamentos nuevos,el condominio altivo cuenta con 12 niveles de apartamentos el condominio consta de • 2 elevadores • escaleras 1 de emergencia y 1 principal • cisterna • caseta de ...,236231,102.67469879518072,3,2,2,0,13.6929403,-89.2181911
san salvador, ultimos apartamentos en torre maya,"ultimos apartamentos con jardin interior. ubicado a 2 cuadras de torre futura precios desde$291,000.00 cuotas desde $1,850.00 ingresos familiares min: $4,629.08 el condominio consta de ...",291000,107.0,3,2,2,0,13.6929403,-89.2181911
san salvador, alturas 900 ultimos apartamentos,tu mejor inversion el condominio consta de 11 niveles así: 8 niveles de apartamentos y 2 niveles de estacionamientos son 72 apartamentos ubicados un una de las zonas más bonitas de ...,218295,102.67469879518072,3,2,2,0,13.6929403,-89.2181911
san salvador, casa en venta en residencial la florida, en venta preciosa casa moderna en residencial la florida  primera planta - sala - comedor - cocina - baño social - terraza - bodega - área de servicio - estudio con baño ...,440000,446.0,3,3,5,1,13.6929403,-89.2181911
san salvador, propiedad en venta en san benito zona ave la capilla,"vendo inmueble en zona privilegiada colonia san benito. sobre ave la capilla ideal para desarrollo de proyecto clinicas asociadas para medicos, torre de apartamentos, oficinas etc. ...",955000,769.0,3,4,4,1,13.6929403,-89.2181911
san salvador, venta casa colonia escalón,"casa de 1 planta ideal para clínicas ó oficinas área 1,000 v2 área 500 m2 precio de venta: $495,000.00 neg mayor información: (503)¬7899¬4278",495000,500.0,4,3,4,1,13.6929403,-89.2181911
zaragoza, venta de casa de un nivel zaragoza la libertad,"venta de casa de un nivel zaragoza la libertad venta de casa nueva de un nivel en zaragoza la libertad grupo interra sv, te invita a conocer la nueva fase!!!!!! reserva tu nuevo ...",215800,119.0,3,2,2,0,13.5860809,-89.2918473
antiguo cuscatlán," apartamento en venta puerta del alma, col. san benito",venta apartamento en puerta del alma torre i col. san benito incluye linea blanca. con excelente vista al volcán 106 m² habitación principal con baño completo y walk in closet ...,390000,106.0,2,2,2,0,13.6640938,-89.25147179999999
santa tecla," venta de casa amplia en la libertad, santa tecla","hermosa propiedad en residencial con seguridad, alejada del ruido de la ciudad, excelente comunidad y precioso entorno es casa cuenta con un bello y amplio jardín muy bien cuidado que ...",715000,500.0,4,4,4,1,13.6757837,-89.2894733
san salvador, casa en venta o alquiler en cumbres del escalon,"area de 1,605 v2 con 604.50 m2 de construccion • cochera para 3 vehiculos • estudio completo • baño social • area de servicio completa • bodega y alacena • sala, comedor y ...",1175000,605.0,3,3,3,1,13.6929403,-89.2181911
san salvador, linda casa de 1 nivel en santo tomás,"preciosa casa de 1 nivel en privado, rodeada del entorno natural contiguo al centro comercial en santo tomás. características: terreno: 367.33v2 construcción: 256.63mt2 3 ...",195000,256.0,3,2,2,0,13.6929403,-89.2181911
santa tecla, inversionista! vendo en costa rica propiedad de 665mts² cuenta con 2 casas,"inversionista o extranjero, oportunidad de negocio, se vende propiedad en el país de costa rica, cuenta con 2 casas en el terreno de 665mts² a 45minutos de la zona turística de la ...",90000,200.0,5,4,3,0,13.6757837,-89.2894733
usulután," casa en venta en tierra blanca, jiquilisco, usulután","ubicación: 7ª calle oriente y 2ª avenida sur, cantón tierra blanca, calle el barrenillo, ex farmacia elijahan handal, jiquilisco, usulután. • terreno: 1,000 v2 (700m2) (28 mts ...",89000,700.0,2,1,1,1,13.3453114,-88.4428112
santa tecla, linda casa funcional,"ubicada en un sector residencial,a minutos de los mejores centros comerciales y bancos, a pocos minutos de la playa, seguridad y excelente vecindario.",325000,190.0,4,2,4,0,13.6757837,-89.2894733
san salvador, espectacular casa en antibes escalón vista al bosque,"esta casa en residencial antibes destaca por su ubicación privilegiada y diseño moderno. con solo 2 años de construcción, ofrece una distribución funcional con sala, cocina ...",420000,280.0,3,3,2,0,13.6929403,-89.2181911
sonsonate, hermosa casa en venta en residencial salinitas,"¡en venta! hermosa casa de playa situada en el exclusivo residencial privado de salinitas, sonsonate. con un terreno grande de 1788.94 vr² y una construcción de 238.68 m², ...",275000,239.0,3,6,2,0,13.7099653,-89.7286147
soyapango, vendo casa 3 plantas en soyapango,mas info al ,70000,102.67469879518072,4,2,1,0,13.710045,-89.13725269999999
san miguel, se vende!!!!,bonita casa en residencial villa panamericana cash o financiada,48500,102.67469879518072,2,1,1,0,13.4792922,-88.1779182
santa tecla, excelente inversión: casa en venta en residencial primavera santa tecla - la libertad.,"esta propiedad cuenta con una ubicación privilegiada a 10 minutos de multiplaza y la gran vía, a 5 minutos de colegios privados bilingües, a 30 minutos de surf city. la casa está ...",270000,167.0,5,2,3,0,13.6757837,-89.2894733
san salvador, casa en portales del espino (col. san benito),"complejo privado de lujo area de terreno (aprox.): 1,700 v2 area de construccion (aprox.): 400 m2 casa iluminada y con mucha ventilación, espacios amplios. primer nivel: cochera ...",1500000,400.0,3,4,4,1,13.6929403,-89.2181911
san salvador, apartamento en venta en torre premier san benito,"disfruta vivir en el corazón de san benito en este exclusivo apartamento en venta de 240m2 ubicado en primer nivel de torre premier. posee amplia área social, comedor, sala principal ...",625000,240.0,3,2,3,0,13.6929403,-89.2181911
zaragoza," brisas de las mercedes, zaragoza, contiguo peñaflor, calle al puerto",- residencial privada con seguridad - km 17.5 carretera al puerto de la libertad - acceso controlado - áreas recreativas y deportivas - casa club * cochera para 3 vehículos y otros ...,375000,300.0,3,3,3,0,13.5860809,-89.2918473
la libertad, venta casa santa tecla zona centrica ideal para inversion,"834v2 de terreno 450m2 de construccion precio de venta: $425,000.00 poco neg mayor infirmación: ",425000,450.0,1,1,1,1,13.6817661,-89.3606298
sonsonate, venta de cabaña,"terreno de 10 metros * 20 metros cuadrados, con construccion de 10 metros * 10 metros cuadrados con 3 dormitorios, 1 baño, cocina, sala de estar, parqueo para dos vehiculos, posee 1 ...",100000,102.67469879518072,3,2,1,0,13.7099653,-89.7286147
santa tecla, venta de casa en ciudad merliot santa tecla,"venta de casa de un nivel en ciudad merliot, santa tecla, ideal para oficinas o clínicas. medida: - 508.90 vrs2 de terreno - 258.90 mts2 de construcción características: - ...",420000,259.0,6,6,4,0,13.6757837,-89.2894733
san miguel, se vende hermosa casa a estrenar!!,"ubicada en portales de barcelona, san miguel, san miguel. a 3 minutos de metrocentro y plaza el encuentro, a 5 minutos de walmart y garden mall. medidas 6 mts al frente x 18 mts de ...",245000,204.0,3,1,4,0,13.4792922,-88.1779182
san salvador, casa en colonia centroamerica,"casa en venta colonia centroamerica cerca de metrocentro: ideal para clínicas, oficinas, negocios. * 2 niveles con amplios espacios * sala * comedor * amplia área de cocina * ...",310000,340.0,4,3,3,0,13.6929403,-89.2181911
la libertad," apartamento en fauvé, en las ramblas","apartamento a estrenar en centro comercial las ramblas, en la entrada de santa tecla. ubicacion privilegiada con supermercado, restaurantes, cafes, gimnasio, farmacias, banco, entre ...",295000,102.67469879518072,2,2,2,0,13.6817661,-89.3606298
sonsonate, sonsonate ciudad z/ terminal nueva casa para vivir,"sonsonate en la ciudad zona terminal nueva y centro comercial los encuentros, vendo casa de 4 metros de frente por 16 metros de largo igual a 64 metros cuadrados construidos (eso mismo ...",40000,102.67469879518072,2,1,1,0,13.7099653,-89.7286147
santa ana, lista para habitar,lista para habitar!! ciudad paraíso 1 santa ana negociable 1 habitación principal 2 habitaciones junior 2 baños completos 1 baño para visitas en 1er piso 1 garage para un ...,135000,102.67469879518072,3,2,2,0,13.9778279,-89.56391190000001
san salvador, compra en cayalá guatemala desde el salvador,"lirios de cayalá está en una ubicación privilegiada dentro de ciudad cayalá en guatemala, con acceso a cines, cafés, restaurantes y tiendas exclusivas. el proyecto contará con 6 ...",272500,102.67469879518072,2,1,1,0,13.6929403,-89.2181911
santa ana, venta de hermosa casa en ecoterra santa ana,"casa nueva en complejo privado, áreas verdes, piscina, senderos, canchas deportivas, acceso privado, pet friendly. cerca de centro comercial las ramblas",48000,102.67469879518072,2,2,1,0,13.9778279,-89.56391190000001
san salvador," vendo casa en col santa eduviges , ilopango","4 habitaciones , sala , comedor cocina separada, 1 baño , patio interior. precio ( sujeto a avalúo ) por medio del fsv , bancos o efectivo",54000,170.0,4,1,1,0,13.6929403,-89.2181911
antiguo cuscatlán," venta de linda casa con apartamento , en quintas de santa elena","gran oportunidad venta amplia casa con apartamento, con amueblados en residencial quintas de santa elena bonita y amplia casa en renta en residencial quintas de santa elena, la ...",1100000,656.0,7,10,5,1,13.6640938,-89.25147179999999
nejapa, vendo casa cerca del polideportivo de nejapa,"vendo casa cerca del polideportivo de nejapa, en lotificacion macance.",75000,102.67469879518072,3,1,1,0,13.8146377,-89.23245759999999
antiguo cuscatlán," prestamos por su vivienda propia al 1% ,mensual",prestamos por su vivienda propia desde1% mensual capital más interes como banco.,30000,1000.0,2,1,1,2,13.6640938,-89.25147179999999
antiguo cuscatlán, venta de casa en cumbres de cuscatlan,"965v2 de terreno y 480m2 de construcción hermosa y acogedora casa construida en dos niveles en urbanización cumbres de cuscatlán. en 1er nivel tiene: vestíbulo de entrada, sala, ...",670000,480.0,4,3,4,1,13.6640938,-89.25147179999999
antiguo cuscatlán," en venta residencia en zona ""no privada"" en cumbres de cuscatlan","ubicada en el prestigioso sector de cumbres de cuscatlán, esta encantadora residencia ofrece un estilo de vida de lujo y comodidad. la propiedad destaca por su diseño y sus amplios ...",750000,581.0,3,10,5,1,13.6640938,-89.25147179999999
san miguel, casa remodelada ciudad pacífica 4 etapa,"encantadora casa en venta en la tranquila cuarta etapa de ciudad pacífica, san miguel. con 3 amplias habitaciones y 1 baño, esta casa recién remodelada ofrece comodidad y estilo. ...",53000,102.67469879518072,3,1,1,0,13.4792922,-88.1779182
zaragoza," casa en venta en residencial miramar, san josé villanueva, la libertad","hermosa casa de dos niveles en venta en residencial miramar, san josé villanueva, la libertad. terreno 191.9mt2 equivalentes a 247.57v2 construcción 202.68m2 primer nivel: • ...",275500,202.0,4,2,4,0,13.5860809,-89.2918473
san salvador, apartamento amueblado puerta del alma venta y alquiler,"hermoso apartamento en venta o alquiler en puerta del alma, frente a multiplaza, con una amplia terraza que ofrece una vista impresionante a todo san benito. este inmueble cuenta con ...",385000,106.0,2,2,2,0,13.6929403,-89.2181911
sonsonate, venta casa amueblada diseño rustico en costa azul,"¡descubre tu escape de ensueño en costa azul, sonsonate! esta casa encapsula el encanto rústico con un concepto moderno y a la vez rústico que te transportará a las playas de tulum ...",235000,165.0,2,8,3,0,13.7099653,-89.7286147
sonsonate, vendo casa por monumento al tren en sonsonate zona muy exclusiva con alta plus valía,la casa consta de 5 cuartos completos la propiedad mide 5 x56 metros de fondo no posee garage la casa está ubicada en zona altamente comercial,75000,280.0,5,4,1,0,13.7099653,-89.7286147
san salvador, venta de casa,no description,75000,102.67469879518072,1,3,1,0,13.6929403,-89.2181911
san salvador," en venta casa escalón parte alta, sobre calle secundaria.","casa escalón parte alta, sobre calle secundaria metros area: 972 varas: 1, 450 metros de construcción. cochera 2 carros techado más 4 carros. sala de estar. 2 patios. cuarto ...",1600000,450.0,4,5,5,1,13.6929403,-89.2181911
santa tecla, elegante casa en resid. palmira (santa tecla),"casa con espacios amplios y bien iluminados area aproximada de terreno: 2,500 v2 area aproximada de construccion: 800 m2 * 4 habitaciones * estudio * cochera para 8 vehiculos, y mucho ...",1450000,800.0,4,8,5,2,13.6757837,-89.2894733
santa tecla, vendo casa en veranda,"casa consta de: 3 habitaciones, principal con baño y walk in closet 2 habitaciones comparten baño baño social sala, comedor, cocina con barra desayunadora área de servicio ...",255000,102.67469879518072,2,2,1,0,13.6757837,-89.2894733
nuevo cuscatlán," vía del mar, casa en venta. 2 plantas, c estudio independiente y jardín amplio.","¿desea un espacio que cuente con un amplio jardín? esta casa ubicada en el residencial vía del mar, antes de la iglesia es para usted, sus características son: área de terreno: ...",375000,125.0,4,2,3,0,13.649671,-89.26810189999999
san salvador, hermosa casa en colonia escalón parte alta,muy linda con buen mantenimiento ventilada e iluminada muchos detalles espacios amplios jardín a la entrada vestíbulo sala recibidora baño social estudio o gym sala principal ...,600000,467.0,3,3,3,1,13.6929403,-89.2181911
quezaltepeque, casa en residencial villa primavera,"se vende casa en residencial privada villa primavera quezaltepeque. la casa es de un nivel, con 146.89 varas cuadradas de terreno y 87.45 metros cuadrados de construcción y cuenta ...",73000,102.67469879518072,2,2,1,0,13.8263447,-89.270477
la libertad," vendo casa grande en antiguo cuscatlan, sierra santa elena"," * casa amplia estilo colonial clasico. de dos niveles con terreno formado por dos lotes. extension superficial: 5,000.80 varas cuadradas. construcciones: 862.66 metros cuadrados. ...",1385000,862.0,4,10,5,2,13.6817661,-89.3606298
mejicanos, vendo casa,"6 x 11 metros con su cochera 3 cuartos terraza baño lavable, servicios básicos de agua potable y luz eléctrica, cuartos con cielo falso y piso cerámico. el acceso la calle principal ...",41000,102.67469879518072,3,1,1,0,13.7344714,-89.2179286
ilopango, vendo casa en altavista a una cuadra de unicentro altavista.,"casa de pasaje, con muros y techo cambiado.",32000,500.0,2,1,1,1,13.6992804,-89.105744
santa tecla, venta de residencia recien remodelada,"esta casa recién remodelada está lista para que la llames hogar. recién pintada y con un sistema eléctrico nuevo, ofrece un ambiente fresco. los muebles de cocina y el piso también ...",105000,102.67469879518072,2,1,1,0,13.6757837,-89.2894733
sonsonate, se vende casa remodelada en acrópoli sonsonate,"la casa está completamente remodelada es muy espaciosa y cuenta con: cocina, comedor; sala separada; 3 habitaciones, 1 baño completo; área de lavado espaciosa está techada y con ...",80000,121.0,3,2,1,0,13.7099653,-89.7286147
san miguel," s/v casa en condominio privado pacific high, 3 dormitorios, en san miguel","se vende casa en condominio pacific high, en san miguel, área privada en colonia ciudad pacifica mide 6 x 18 mtrs posee sala, comedor, cocina 3 dormitorios 2 baños cochera para ...",79000,108.0,3,1,2,0,13.4792922,-88.1779182
zaragoza," venta de casa en resid. la hacienda, ctra. al puerto de la libertad.","venta de casa un solo nivel, con jardín y área de piscina. quinta residencial la hacienda, carretera al puerto de la libertad. const. 500m² terreno 4,360v² sala cocina comedor ...",495000,500.0,5,8,6,1,13.5860809,-89.2918473
san salvador," casa en venta, con amplios jardines 4+ hab. en lomas de san francisco.","- casa de 660 m² / 944 vrs en zona exclusiva de lomas de san francisco, construida en tres niveles de terraza. - distribución: vestíbulo, 2 habitaciones jr con baño completo, 2 ...",800000,660.0,4,5,4,1,13.6929403,-89.2181911
cuscatlán, vendo casa en suchitoto ichanquezo,"se vende casa, con titulo de propiedad a nombre de dueño, conexión de agua potable, el terreno 14 de ancho por 20 tiene casa construida solo para dar acabados de piso hecha de puro ...",30000,102.67469879518072,1,1,1,0,13.8661957,-89.0561532
santa ana, se vende casa nueva a estrenar en residencial ecoterra en santa ana,"se vende hermosa casa, modelo terrazo a estrenar en residencial ecoterra maquilishuat en santa ana: 98.24 metros cuadrados equivalentes a 140.56 varas cuadradas. es de 5.78 x 17. ...",55000,102.67469879518072,2,2,1,0,13.9778279,-89.56391190000001
san salvador, vendo casa en escalón,la casa cuenta con dos niveles: parqueo para 3 vehículos cisterna con su equipo de bombeo completo. sala y comedor amplio. cocina amplia equipada con su pantry. bodega. área de ...,450000,543.0,3,3,2,1,13.6929403,-89.2181911
santa tecla," res casa dalton, proyecto de 4 casas a estrenar en lourdes colon, un solo nivel","casas a estrenar cerca del casco urbano de lourdes colon proyecto residencial casa dalton, es un complejo de solo 4 casas en privado, con acceso automatizado, casas de un solo nivel con ...",135000,160.0,3,2,2,0,13.6757837,-89.2894733
santa tecla, cuscatancingo vendo casa de 5 habitaciones por el taber y punto de la 24,casa amplia de 5 habitaciones cercano a tabernáculo bautista de cuscatancingo y punto de la ruta 24 sala grande patio al frente construcción de altura cochera para un vehículo ...,68000,110.0,5,1,2,0,13.6757837,-89.2894733
